[0] dist. T, 0.470124
[1] dist. T, 0.419078
[2] dist. T, 0.466120
[3] dist. T, 0.424407
[0] dist. T, 0.428804
[1] dist. T, 0.428062
[2] dist. T, 0.422448
[3] dist. T, 0.419204
[0] dist. T, 0.443515
[1] dist. T, 0.419656
[2] dist. T, 0.439044
[3] dist. T, 0.433928
[0] dist. T, 0.406106
[1] dist. T, 0.423655
[2] dist. T, 0.405754
[3] dist. T, 0.400672
[0] dist. T, 0.445113
[1] dist. T, 0.395153
[2] dist. T, 0.422766
[3] dist. T, 0.408764
[0] dist. T, 0.400743
[1] dist. T, 0.414957
[2] dist. T, 0.418779
[3] dist. T, 0.428591
[0] dist. T, 0.406269
[1] dist. T, 0.418853
[2] dist. T, 0.433149
[3] dist. T, 0.444280
[0] dist. T, 0.405986
[1] dist. T, 0.402038
[2] dist. T, 0.410126
[3] dist. T, 0.413600
[0] dist. T, 0.428190
[1] dist. T, 0.404371
[2] dist. T, 0.417739
[3] dist. T, 0.404889
[0] dist. T, 0.423517
[1] dist. T, 0.403969
[2] dist. T, 0.423937
[3] dist. T, 0.407708
[0] dist. T, 0.393916
[1] dist. T, 0.386530
[2] dist. T, 0.401461
[3] dist. T, 0.421016
[0] dist. T, 0.397432
[1] dist. T, 0.394518
[2] dist. T, 0.393133
[3] dist. T, 0.417894
[0] dist. T, 0.436065
[1] dist. T, 0.420484
[2] dist. T, 0.422265
[3] dist. T, 0.415021
[0] dist. T, 0.403925
[1] dist. T, 0.398926
[2] dist. T, 0.388745
[3] dist. T, 0.394169
[0] dist. T, 0.413357
[1] dist. T, 0.410349
[2] dist. T, 0.425797
[3] dist. T, 0.395269
[0] dist. T, 0.411094
[1] dist. T, 0.386416
[2] dist. T, 0.394473
[3] dist. T, 0.408238
[0] dist. T, 0.398621
[1] dist. T, 0.400191
[2] dist. T, 0.393945
[3] dist. T, 0.433873
[0] dist. T, 0.393658
[1] dist. T, 0.394610
[2] dist. T, 0.408761
[3] dist. T, 0.405869
[0] dist. T, 0.407992
[1] dist. T, 0.402939
[2] dist. T, 0.397345
[3] dist. T, 0.393132
[0] dist. T, 0.413405
[1] dist. T, 0.392966
[2] dist. T, 0.389209
[3] dist. T, 0.408731
[0] dist. T, 0.419375
[1] dist. T, 0.417080
[2] dist. T, 0.416541
[3] dist. T, 0.419632
[0] dist. T, 0.409056
[1] dist. T, 0.412852
[2] dist. T, 0.401021
[3] dist. T, 0.386969
[0] dist. T, 0.397829
[1] dist. T, 0.385789
[2] dist. T, 0.391868
[3] dist. T, 0.392900
[0] dist. T, 0.402083
[1] dist. T, 0.415938
[2] dist. T, 0.409716
[3] dist. T, 0.428902
[0] dist. T, 0.405754
[1] dist. T, 0.423391
[2] dist. T, 0.443546
[3] dist. T, 0.436907
[0] dist. T, 0.421307
[1] dist. T, 0.388795
[2] dist. T, 0.445093
[3] dist. T, 0.438628
[0] dist. T, 0.474363
[1] dist. T, 0.443633
[2] dist. T, 0.404237
[3] dist. T, 0.409591
[0] dist. T, 0.454244
[1] dist. T, 0.402014
[2] dist. T, 0.427949
[3] dist. T, 0.409720
[0] dist. T, 0.451499
[1] dist. T, 0.418106
[2] dist. T, 0.421316
[3] dist. T, 0.448230
[0] dist. T, 0.444611
[1] dist. T, 0.410393
[2] dist. T, 0.426353
[3] dist. T, 0.416083
[0] dist. T, 0.424388
[1] dist. T, 0.431889
[2] dist. T, 0.407490
[3] dist. T, 0.414046
[0] dist. T, 0.433453
[1] dist. T, 0.386516
[2] dist. T, 0.393217
[3] dist. T, 0.380992
[0] dist. T, 0.397379
[1] dist. T, 0.387338
[2] dist. T, 0.413363
[3] dist. T, 0.429343
[0] dist. T, 0.397680
[1] dist. T, 0.407552
[2] dist. T, 0.412151
[3] dist. T, 0.412383
[0] dist. T, 0.396672
[1] dist. T, 0.398070
[2] dist. T, 0.402891
[3] dist. T, 0.407886
[0] dist. T, 0.400927
[1] dist. T, 0.400940
[2] dist. T, 0.407558
[3] dist. T, 0.399498
[0] dist. T, 0.412014
[1] dist. T, 0.414342
[2] dist. T, 0.414607
[3] dist. T, 0.432096
[0] dist. T, 0.415139
[1] dist. T, 0.396137
[2] dist. T, 0.401570
[3] dist. T, 0.388038
[0] dist. T, 0.415449
[1] dist. T, 0.403438
[2] dist. T, 0.398607
[3] dist. T, 0.413504
[0] dist. T, 0.396587
[1] dist. T, 0.398783
[2] dist. T, 0.420196
[3] dist. T, 0.411519
[0] dist. T, 0.397247
[1] dist. T, 0.413844
[2] dist. T, 0.411821
[3] dist. T, 0.414807
[0] dist. T, 0.420860
[1] dist. T, 0.390816
[2] dist. T, 0.391478
[3] dist. T, 0.433650
[0] dist. T, 0.431806
[1] dist. T, 0.402909
[2] dist. T, 0.409454
[3] dist. T, 0.393240
[0] dist. T, 0.413252
[1] dist. T, 0.395031
[2] dist. T, 0.412184
[3] dist. T, 0.405023
[0] dist. T, 0.416491
[1] dist. T, 0.389946
[2] dist. T, 0.416052
[3] dist. T, 0.417209
[0] dist. T, 0.397076
[1] dist. T, 0.422335
[2] dist. T, 0.423442
[3] dist. T, 0.395064
[0] dist. T, 0.402465
[1] dist. T, 0.411849
[2] dist. T, 0.416013
[3] dist. T, 0.407544
[0] dist. T, 0.414391
[1] dist. T, 0.421185
