[0] dist. T, 0.022331
[0] dist. T,0.012023
[0] dist. T,0.012121
[0] dist. T,0.012311
[0] dist. T,0.012398
[0] dist. T,0.012433
[0] dist. T,0.012699
[0] dist. T,0.012763
[0] dist. T,0.012789
[0] dist. T,0.013137
[0] dist. T,0.013149
[0] dist. T,0.013283
[0] dist. T,0.013429
[0] dist. T,0.013949
[0] dist. T,0.013989
[0] dist. T,0.014085
[0] dist. T,0.014248
[0] dist. T,0.014272
[0] dist. T,0.01456
[0] dist. T,0.014754
[0] dist. T,0.014851
[0] dist. T,0.014991
[0] dist. T,0.015225
[0] dist. T,0.01538
[0] dist. T,0.015497
[0] dist. T,0.015531
[0] dist. T,0.015787
[0] dist. T,0.015981
[0] dist. T,0.01605
[0] dist. T,0.016159
[0] dist. T,0.016176
[0] dist. T,0.016323
[0] dist. T,0.016592
[0] dist. T,0.017159
[0] dist. T,0.017544
[0] dist. T,0.017759
[0] dist. T,0.017846
[0] dist. T,0.017934
[0] dist. T,0.017965
[0] dist. T,0.018288
[0] dist. T,0.019257
[0] dist. T,0.019374
[0] dist. T,0.019518
[0] dist. T,0.019814
[0] dist. T,0.019875
[0] dist. T,0.020249
[0] dist. T,0.020716
[0] dist. T,0.020987
[0] dist. T,0.022972
[0] dist. T,0.02935
[1] dist. T,0.012252
[1] dist. T,0.012342
[1] dist. T,0.01235
[1] dist. T,0.012405
[1] dist. T,0.012509
[1] dist. T,0.012522
[1] dist. T,0.012597
[1] dist. T,0.012621
[1] dist. T,0.012816
[1] dist. T,0.012849
[1] dist. T,0.012867
[1] dist. T,0.012947
[1] dist. T,0.012991
[1] dist. T,0.013049
[1] dist. T,0.013213
[1] dist. T,0.013216
[1] dist. T,0.013276
[1] dist. T,0.013283
[1] dist. T,0.01341
[1] dist. T,0.013468
[1] dist. T,0.013475
[1] dist. T,0.013555
[1] dist. T,0.013558
[1] dist. T,0.013908
[1] dist. T,0.013917
[1] dist. T,0.01395
[1] dist. T,0.013968
[1] dist. T,0.014
[1] dist. T,0.014001
[1] dist. T,0.014034
[1] dist. T,0.014204
[1] dist. T,0.014353
[1] dist. T,0.014356
[1] dist. T,0.014451
[1] dist. T,0.01446
[1] dist. T,0.014501
[1] dist. T,0.014586
[1] dist. T,0.014591
[1] dist. T,0.015097
[1] dist. T,0.015277
[1] dist. T,0.015878
[1] dist. T,0.017127
[1] dist. T,0.017144
[1] dist. T,0.017238
[1] dist. T,0.017602
[1] dist. T,0.018335
[1] dist. T,0.019322
[1] dist. T,0.030876
[2] dist. T,0.012145
[2] dist. T,0.012282
[2] dist. T,0.01271
[2] dist. T,0.012715
[2] dist. T,0.012722
[2] dist. T,0.01274
[2] dist. T,0.013079
[2] dist. T,0.013104
[2] dist. T,0.013149
[2] dist. T,0.013214
[2] dist. T,0.0133
[2] dist. T,0.013343
[2] dist. T,0.013414
[2] dist. T,0.01348
[2] dist. T,0.013483
[2] dist. T,0.013498
[2] dist. T,0.013504
[2] dist. T,0.013574
[2] dist. T,0.013582
[2] dist. T,0.013584
[2] dist. T,0.013618
[2] dist. T,0.013622
[2] dist. T,0.01363
[2] dist. T,0.013688
[2] dist. T,0.013696
[2] dist. T,0.013703
[2] dist. T,0.013717
[2] dist. T,0.013799
[2] dist. T,0.013811
[2] dist. T,0.013926
[2] dist. T,0.013972
[2] dist. T,0.014003
[2] dist. T,0.01415
[2] dist. T,0.014163
[2] dist. T,0.014202
[2] dist. T,0.014284
[2] dist. T,0.014291
[2] dist. T,0.014371
[2] dist. T,0.014508
[2] dist. T,0.014555
[2] dist. T,0.014691
[2] dist. T,0.014698
[2] dist. T,0.015065
[2] dist. T,0.015262
[2] dist. T,0.015841
[2] dist. T,0.016001
[2] dist. T,0.017083
[2] dist. T,0.017598
[2] dist. T,0.021065
[3] dist. T,0.012289
[3] dist. T,0.012383
[3] dist. T,0.012386
[3] dist. T,0.012418
[3] dist. T,0.012547
[3] dist. T,0.012642
[3] dist. T,0.012836
[3] dist. T,0.012887
[3] dist. T,0.012908
[3] dist. T,0.013104
[3] dist. T,0.013128
[3] dist. T,0.013199
[3] dist. T,0.013222
[3] dist. T,0.013225
[3] dist. T,0.013378
[3] dist. T,0.013384
[3] dist. T,0.013427
[3] dist. T,0.013491
[3] dist. T,0.01353
[3] dist. T,0.013634
[3] dist. T,0.013641
[3] dist. T,0.013658
[3] dist. T,0.013712
[3] dist. T,0.013769
[3] dist. T,0.013919
[3] dist. T,0.013939
[3] dist. T,0.014068
[3] dist. T,0.014085
[3] dist. T,0.014235
[3] dist. T,0.014279
[3] dist. T,0.014284
[3] dist. T,0.014397
[3] dist. T,0.014493
[3] dist. T,0.014499
[3] dist. T,0.014581
[3] dist. T,0.014589
[3] dist. T,0.014595
[3] dist. T,0.014802
[3] dist. T,0.014887
[3] dist. T,0.014944
[3] dist. T,0.014977
[3] dist. T,0.01503
[3] dist. T,0.015282
[3] dist. T,0.0156
[3] dist. T,0.015997
[3] dist. T,0.017459
[3] dist. T,0.017798
[3] dist. T,0.01827
[3] dist. T,0.020505
[4] dist. T,0.011862
[4] dist. T,0.012528
[4] dist. T,0.012547
[4] dist. T,0.012776
[4] dist. T,0.012836
[4] dist. T,0.012977
[4] dist. T,0.013178
[4] dist. T,0.013297
[4] dist. T,0.013583
[4] dist. T,0.013603
[4] dist. T,0.013643
[4] dist. T,0.013876
[4] dist. T,0.013888
[4] dist. T,0.013894
[4] dist. T,0.013975
[4] dist. T,0.013988
[4] dist. T,0.014044
[4] dist. T,0.014047
[4] dist. T,0.014105
[4] dist. T,0.014267
[4] dist. T,0.01433
[4] dist. T,0.014678
[4] dist. T,0.014691
[4] dist. T,0.014778
[4] dist. T,0.014816
[4] dist. T,0.014837
[4] dist. T,0.015166
[4] dist. T,0.015349
[4] dist. T,0.015482
[4] dist. T,0.015594
[4] dist. T,0.015634
[4] dist. T,0.015828
[4] dist. T,0.016864
[4] dist. T,0.017082
[4] dist. T,0.017132
[4] dist. T,0.017198
[4] dist. T,0.017682
[4] dist. T,0.019366
[4] dist. T,0.021539
[5] dist. T,0.012425
[5] dist. T,0.012509
[5] dist. T,0.013293
[5] dist. T,0.013349
[5] dist. T,0.013392
[5] dist. T,0.013592
[5] dist. T,0.013735
[5] dist. T,0.013742
[5] dist. T,0.01376
[5] dist. T,0.0138
[5] dist. T,0.013803
[5] dist. T,0.013915
[5] dist. T,0.014416
[5] dist. T,0.014463
[5] dist. T,0.014624
[5] dist. T,0.014688
[5] dist. T,0.014716
[5] dist. T,0.014915
[5] dist. T,0.015166
[5] dist. T,0.016056
[5] dist. T,0.016072
[5] dist. T,0.016278
[5] dist. T,0.018865
[5] dist. T,0.020589
[6] dist. T,0.012852
[6] dist. T,0.013188
[6] dist. T,0.0133
[6] dist. T,0.013398
[6] dist. T,0.013542
[6] dist. T,0.013585
[6] dist. T,0.013596
[6] dist. T,0.013646
[6] dist. T,0.013847
[6] dist. T,0.014054
[6] dist. T,0.015477
[6] dist. T,0.01563
[6] dist. T,0.018309
[7] dist. T,0.014869
[7] dist. T,0.014959
[7] dist. T,0.016106
